empnum,exitdate,exittype,exitreason
1158,2023-01-14,Termination (Involuntary),Termination
1244,2023-01-14,Termination (Involuntary),Termination
1261,2023-01-14,Termination (Involuntary),Termination
1264,2023-01-14,Termination (Involuntary),Termination
1271,2023-01-14,Termination (Involuntary),Termination
1387,2023-01-14,Termination (Involuntary),Termination
1391,2023-01-14,Termination (Involuntary),Termination
1507,2023-01-14,Termination (Involuntary),Termination
1512,2023-01-14,Termination (Involuntary),Termination
1525,2023-01-14,Termination (Involuntary),Termination
1620,2023-01-14,Termination (Involuntary),Termination
1646,2023-01-14,Termination (Involuntary),Termination
1652,2023-01-14,Termination (Involuntary),Termination
1789,2023-01-14,Termination (Involuntary),Termination
1796,2023-01-14,Termination (Involuntary),Termination
1957,2023-01-14,Termination (Involuntary),Termination
1967,2023-01-14,Termination (Involuntary),Termination
1987,2023-01-14,Termination (Involuntary),Termination
1995,2023-01-14,Termination (Involuntary),Termination
2073,2023-01-14,Termination (Involuntary),Termination
2156,2023-01-14,Termination (Involuntary),Termination
2170,2023-01-14,Termination (Involuntary),Termination
2177,2023-01-14,Termination (Involuntary),Termination
2323,2023-01-14,Termination (Involuntary),Termination
2467,2023-01-14,Termination (Involuntary),Termination
2531,2023-01-14,Termination (Involuntary),Termination
2537,2023-01-14,Termination (Involuntary),Termination
2672,2023-01-14,Termination (Involuntary),Termination
2675,2023-01-14,Termination (Involuntary),Termination
2712,2023-01-14,Termination (Involuntary),Termination
2714,2023-01-14,Termination (Involuntary),Termination
2718,2023-01-14,Termination (Involuntary),Termination
2736,2023-01-14,Termination (Involuntary),Termination
2741,2023-01-14,Termination (Involuntary),Termination
2752,2023-01-14,Termination (Involuntary),Termination
2816,2023-01-14,Termination (Involuntary),Termination
2822,2023-01-14,Termination (Involuntary),Termination
2846,2023-01-14,Termination (Involuntary),Termination
2861,2023-01-14,Termination (Involuntary),Termination
2863,2023-01-14,Termination (Involuntary),Termination
2896,2023-01-14,Termination (Involuntary),Termination
2904,2023-01-14,Termination (Involuntary),Termination
2907,2023-01-14,Termination (Involuntary),Termination
2948,2023-01-14,Termination (Involuntary),Termination
2959,2023-01-14,Termination (Involuntary),Termination
2968,2023-01-14,Termination (Involuntary),Termination
2995,2023-01-14,Termination (Involuntary),Termination
3072,2023-01-14,Termination (Involuntary),Termination
3074,2023-01-14,Termination (Involuntary),Termination
3078,2023-01-14,Termination (Involuntary),Termination
3123,2023-01-14,Termination (Involuntary),Termination
3193,2023-01-14,Termination (Involuntary),Termination
3194,2023-01-14,Termination (Involuntary),Termination
3198,2023-01-14,Termination (Involuntary),Termination
3221,2023-01-14,Termination (Involuntary),Termination
3243,2023-01-14,Termination (Involuntary),Termination
3244,2023-01-14,Termination (Involuntary),Termination
3265,2023-01-14,Termination (Involuntary),Termination
3274,2023-01-14,Termination (Involuntary),Termination
3276,2023-01-14,Termination (Involuntary),Termination
3295,2023-01-14,Termination (Involuntary),Termination
3316,2023-01-14,Termination (Involuntary),Termination
3318,2023-01-14,Termination (Involuntary),Termination
3356,2023-01-14,Termination (Involuntary),Termination
3366,2023-01-14,Termination (Involuntary),Termination
3608,2023-01-14,Termination (Involuntary),Termination
3609,2023-01-14,Termination (Involuntary),Termination
3632,2023-01-14,Termination (Involuntary),Termination
3639,2023-01-14,Termination (Involuntary),Termination
3640,2023-01-14,Termination (Involuntary),Termination
3679,2023-01-14,Termination (Involuntary),Termination
3764,2023-01-14,Termination (Involuntary),Termination
3766,2023-01-14,Termination (Involuntary),Termination
3900,2023-01-14,Termination (Involuntary),Termination
3908,2023-01-14,Termination (Involuntary),Termination
3915,2023-01-14,Termination (Involuntary),Termination
3916,2023-01-14,Termination (Involuntary),Termination
4044,2023-01-14,Termination (Involuntary),Termination
4081,2023-01-14,Termination (Involuntary),Termination
4087,2023-01-14,Termination (Involuntary),Termination
4122,2023-01-14,Termination (Involuntary),Termination
4124,2023-01-14,Termination (Involuntary),Termination
4128,2023-01-14,Termination (Involuntary),Termination
4130,2023-01-14,Termination (Involuntary),Termination
4131,2023-01-14,Termination (Involuntary),Termination
4135,2023-01-14,Termination (Involuntary),Termination
4167,2023-01-14,Termination (Involuntary),Termination
4272,2023-01-14,Termination (Involuntary),Termination
4275,2023-01-14,Termination (Involuntary),Termination
4294,2023-01-14,Termination (Involuntary),Termination
4298,2023-01-14,Termination (Involuntary),Termination
4310,2023-01-14,Termination (Involuntary),Termination
4312,2023-01-14,Termination (Involuntary),Termination
4317,2023-01-14,Termination (Involuntary),Termination
4324,2023-01-14,Termination (Involuntary),Termination
4327,2023-01-14,Termination (Involuntary),Termination
4329,2023-01-14,Termination (Involuntary),Termination
4331,2023-01-14,Termination (Involuntary),Termination
4338,2023-01-14,Termination (Involuntary),Termination
4502,2023-01-14,Termination (Involuntary),Termination
4513,2023-01-14,Termination (Involuntary),Termination
4514,2023-01-14,Termination (Involuntary),Termination
4520,2023-01-14,Termination (Involuntary),Termination
4525,2023-01-14,Termination (Involuntary),Termination
4544,2023-01-14,Termination (Involuntary),Termination
4545,2023-01-14,Termination (Involuntary),Termination
4546,2023-01-14,Termination (Involuntary),Termination
4587,2023-01-14,Termination (Involuntary),Termination
4600,2023-01-14,Termination (Involuntary),Termination
4625,2023-01-14,Termination (Involuntary),Termination
4626,2023-01-14,Termination (Involuntary),Termination
4663,2023-01-14,Termination (Involuntary),Termination
4729,2023-01-14,Termination (Involuntary),Termination
4735,2023-01-14,Termination (Involuntary),Termination
4751,2023-01-14,Termination (Involuntary),Termination
4767,2023-01-14,Termination (Involuntary),Termination
4785,2023-01-14,Termination (Involuntary),Termination
4786,2023-01-14,Termination (Involuntary),Termination
4789,2023-01-14,Termination (Involuntary),Termination
4790,2023-01-14,Termination (Involuntary),Termination
4791,2023-01-14,Termination (Involuntary),Termination
4793,2023-01-14,Termination (Involuntary),Termination
4794,2023-01-14,Termination (Involuntary),Termination
4801,2023-01-14,Termination (Involuntary),Termination
4842,2023-01-14,Termination (Involuntary),Termination
4863,2023-01-14,Termination (Involuntary),Termination
4873,2023-01-14,Termination (Involuntary),Termination
4878,2023-01-14,Termination (Involuntary),Termination
4956,2023-01-14,Termination (Involuntary),Termination
4960,2023-01-14,Termination (Involuntary),Termination
4962,2023-01-14,Termination (Involuntary),Termination
4983,2023-01-14,Termination (Involuntary),Termination
4984,2023-01-14,Termination (Involuntary),Termination
4990,2023-01-14,Termination (Involuntary),Termination
5000,2023-01-14,Termination (Involuntary),Termination
5018,2023-01-14,Termination (Involuntary),Termination
5023,2023-01-14,Termination (Involuntary),Termination
5032,2023-01-14,Termination (Involuntary),Termination
5054,2023-01-14,Termination (Involuntary),Termination
5070,2023-01-14,Termination (Involuntary),Termination
5074,2023-01-14,Termination (Involuntary),Termination
5117,2023-01-14,Termination (Involuntary),Termination
5187,2023-01-14,Termination (Involuntary),Termination
5189,2023-01-14,Termination (Involuntary),Termination
5193,2023-01-14,Termination (Involuntary),Termination
5195,2023-01-14,Termination (Involuntary),Termination
5203,2023-01-14,Termination (Involuntary),Termination
5205,2023-01-14,Termination (Involuntary),Termination
5211,2023-01-14,Termination (Involuntary),Termination
5265,2023-01-14,Termination (Involuntary),Termination
5281,2023-01-14,Termination (Involuntary),Termination
5290,2023-01-14,Termination (Involuntary),Termination
5309,2023-01-14,Termination (Involuntary),Termination
5311,2023-01-14,Termination (Involuntary),Termination
5335,2023-01-14,Termination (Involuntary),Termination
5339,2023-01-14,Termination (Involuntary),Termination
5340,2023-01-14,Termination (Involuntary),Termination
5352,2023-01-14,Termination (Involuntary),Termination
5353,2023-01-14,Termination (Involuntary),Termination
5383,2023-01-14,Termination (Involuntary),Termination
5422,2023-01-14,Termination (Involuntary),Termination
5448,2023-01-14,Termination (Involuntary),Termination
5451,2023-01-14,Termination (Involuntary),Termination
5452,2023-01-14,Termination (Involuntary),Termination
5453,2023-01-14,Termination (Involuntary),Termination
5460,2023-01-14,Termination (Involuntary),Termination
5489,2023-01-14,Termination (Involuntary),Termination
5490,2023-01-14,Termination (Involuntary),Termination
5512,2023-01-14,Termination (Involuntary),Termination
5513,2023-01-14,Termination (Involuntary),Termination
5522,2023-01-14,Termination (Involuntary),Termination
5525,2023-01-14,Termination (Involuntary),Termination
5533,2023-01-14,Termination (Involuntary),Termination
5534,2023-01-14,Termination (Involuntary),Termination
5536,2023-01-14,Termination (Involuntary),Termination
5539,2023-01-14,Termination (Involuntary),Termination
5545,2023-01-14,Termination (Involuntary),Termination
5600,2023-01-14,Termination (Involuntary),Termination
5640,2023-01-14,Termination (Involuntary),Termination
5642,2023-01-14,Termination (Involuntary),Termination
5644,2023-01-14,Termination (Involuntary),Termination
5660,2023-01-14,Termination (Involuntary),Termination
5662,2023-01-14,Termination (Involuntary),Termination
5683,2023-01-14,Termination (Involuntary),Termination
5692,2023-01-14,Termination (Involuntary),Termination
5693,2023-01-14,Termination (Involuntary),Termination
5696,2023-01-14,Termination (Involuntary),Termination
5674,2022-10-05,Termination (Involuntary),Termination
3064,2022-08-24,Death,Termination
958,2022-08-02,Termination (Involuntary),Termination
4292,2022-08-02,Termination (Involuntary),Termination
5459,2022-07-31,Termination (Involuntary),Termination
335,2022-07-30,Termination (Involuntary),Termination
2963,2022-07-28,Termination (Involuntary),Termination
1275,2022-07-26,Termination (Involuntary),Termination
3350,2022-07-26,Termination (Involuntary),Termination
5275,2022-07-26,Termination (Involuntary),Termination
915,2022-07-23,Termination (Involuntary),Termination
1402,2022-07-23,Termination (Involuntary),Termination
1536,2022-07-23,Termination (Involuntary),Termination
2530,2022-07-23,Termination (Involuntary),Termination
3109,2022-07-23,Termination (Involuntary),Termination
3111,2022-07-23,Termination (Involuntary),Termination
3353,2022-07-23,Termination (Involuntary),Termination
3374,2022-07-23,Termination (Involuntary),Termination
4334,2022-07-23,Termination (Involuntary),Termination
4522,2022-07-23,Termination (Involuntary),Termination
4578,2022-07-23,Termination (Involuntary),Termination
4581,2022-07-23,Termination (Involuntary),Termination
4798,2022-07-23,Termination (Involuntary),Termination
5348,2022-07-23,Termination (Involuntary),Termination
5356,2022-07-23,Termination (Involuntary),Termination
5430,2022-07-23,Termination (Involuntary),Termination
5518,2022-07-23,Termination (Involuntary),Termination
5574,2022-07-23,Termination (Involuntary),Termination
1139,2022-07-22,Termination (Involuntary),Termination
1994,2022-07-22,Termination (Involuntary),Termination
2341,2022-07-22,Termination (Involuntary),Termination
2441,2022-07-22,Termination (Involuntary),Termination
2792,2022-07-22,Termination (Involuntary),Termination
3095,2022-07-22,Termination (Involuntary),Termination
3319,2022-07-22,Termination (Involuntary),Termination
3325,2022-07-22,Termination (Involuntary),Termination
3378,2022-07-22,Termination (Involuntary),Termination
3913,2022-07-22,Termination (Involuntary),Termination
4580,2022-07-22,Termination (Involuntary),Termination
4734,2022-07-22,Termination (Involuntary),Termination
5360,2022-07-22,Termination (Involuntary),Termination
5385,2022-07-22,Termination (Involuntary),Termination
5415,2022-07-22,Termination (Involuntary),Termination
5651,2022-07-22,Termination (Involuntary),Termination
1770,2022-06-24,Termination (Involuntary),Termination
5483,2022-06-18,Termination (Involuntary),Termination
3635,2022-06-08,Termination (Involuntary),Termination
4974,2022-06-06,Termination (Involuntary),Termination
4382,2022-05-27,Termination (Involuntary),Termination
3544,2022-05-24,Termination (Involuntary),Termination
1257,2022-05-17,Termination (Involuntary),Termination
2848,2022-05-17,Termination (Involuntary),Termination
2562,2022-11-01,Resignation (Voluntary),Transition into a new role
3291,2022-06-03,Resignation (Voluntary),Transition into a new role
1359,2022-10-05,Termination (Involuntary),Underperformance
3879,2022-06-20,Termination (Involuntary),Underperformance
4836,2022-06-20,Termination (Involuntary),Underperformance
4702,2022-06-07,Termination (Involuntary),Underperformance
3238,2022-06-06,Termination (Involuntary),Underperformance
4221,2022-06-03,Termination (Involuntary),Underperformance
4183,2022-06-01,Termination (Involuntary),Underperformance
4591,2022-06-01,Termination (Involuntary),Underperformance
5397,2022-05-31,Termination (Involuntary),Underperformance
3388,2022-05-26,Termination (Involuntary),Underperformance
1320,2022-03-28,Resignation (Voluntary),Underperformance
3379,2022-03-23,Termination (Involuntary),Underperformance
3417,2022-03-21,Termination (Involuntary),Underperformance
2772,2022-03-11,Termination (Involuntary),Underperformance
776,2022-01-28,Termination (Involuntary),Underperformance
2465,2022-01-28,Termination (Involuntary),Underperformance
2351,2022-06-18,Termination (Involuntary),Unsatisfactory performance
5051,2022-06-18,Termination (Involuntary),Unsatisfactory performance
4659,2022-06-13,Termination (Involuntary),Unsatisfactory performance
3610,2022-06-11,Termination (Involuntary),Unsatisfactory performance
40,2022-06-03,Termination (Involuntary),Unsatisfactory performance
4367,2022-06-03,Termination (Involuntary),Unsatisfactory performance
4323,2022-05-31,Termination (Involuntary),Unsatisfactory performance
4586,2022-05-28,Termination (Involuntary),Unsatisfactory performance
3233,2022-05-26,Termination (Involuntary),Unsatisfactory performance
883,2022-05-25,Termination (Involuntary),Unsatisfactory performance
290,2022-05-21,Termination (Involuntary),Unsatisfactory performance
4289,2022-05-21,Termination (Involuntary),Unsatisfactory performance
3273,2022-05-19,Termination (Involuntary),Unsatisfactory performance
529,2022-05-18,Termination (Involuntary),Unsatisfactory performance
2663,2022-04-28,Termination (Involuntary),Unsatisfactory performance
2769,2022-03-11,Termination (Involuntary),Unsatisfactory performance
3007,2021-11-22,Termination (Involuntary),Unsatisfactory performance
3032,2021-11-22,Termination (Involuntary),Unsatisfactory performance
1715,2022-02-04,Resignation (Voluntary),Work Permit Expiration
1754,2021-12-30,Resignation (Voluntary),Work Permit Expiration
450,2023-01-21,Resignation (Voluntary),Working Conditions
